14:20:09.440 -> Temperature: 22.06⸮C  |  71.71⸮F
15:39:58.803 -> Temperature: 38.94⸮C  |  102.09⸮F
15:39:59.968 -> Temperature: 39.00⸮C  |  102.20⸮F
15:40:01.129 -> Temperature: 39.13⸮C  |  102.43⸮F
15:40:02.296 -> Temperature: 39.19⸮C  |  102.54⸮F
15:40:03.491 -> Temperature: 39.13⸮C  |  102.43⸮F
15:40:04.646 -> Temperature: 39.06⸮C  |  102.31⸮F
15:40:05.839 -> Temperature: 39.00⸮C  |  102.20⸮F
15:40:07.004 -> Temperature: 39.00⸮C  |  102.20⸮F
15:40:08.172 -> Temperature: 39.06⸮C  |  102.31⸮F
15:40:09.361 -> Temperature: 39.06⸮C  |  102.31⸮F
15:40:10.515 -> Temperature: 39.06⸮C  |  102.31⸮F
15:40:11.679 -> Temperature: 39.19⸮C  |  102.54⸮F
15:40:12.876 -> Temperature: 39.19⸮C  |  102.54⸮F
15:40:14.033 -> Temperature: 39.25⸮C  |  102.65⸮F
15:40:15.226 -> Temperature: 39.19⸮C  |  102.54⸮F
15:40:16.384 -> Temperature: 39.06⸮C  |  102.31⸮F
15:40:17.541 -> Temperature: 39.00⸮C  |  102.20⸮F
15:40:18.726 -> Temperature: 38.88⸮C  |  101.97⸮F
15:40:19.911 -> Temperature: 38.94⸮C  |  102.09⸮F
15:40:21.071 -> Temperature: 38.94⸮C  |  102.09⸮F
15:40:22.241 -> Temperature: 38.94⸮C  |  102.09⸮F
15:40:23.431 -> Temperature: 39.00⸮C  |  102.20⸮F
15:40:24.586 -> Temperature: 39.00⸮C  |  102.20⸮F
15:40:25.778 -> Temperature: 39.00⸮C  |  102.20⸮F
15:40:26.946 -> Temperature: 39.00⸮C  |  102.20⸮F
15:40:28.101 -> Temperature: 38.81⸮C  |  101.86⸮F
15:40:29.288 -> Temperature: 38.75⸮C  |  101.75⸮F
15:40:30.443 -> Temperature: 38.81⸮C  |  101.86⸮F
15:40:31.642 -> Temperature: 38.94⸮C  |  102.09⸮F
15:40:32.807 -> Temperature: 39.00⸮C  |  102.20⸮F
15:40:33.968 -> Temperature: 39.06⸮C  |  102.31⸮F
15:40:35.138 -> Temperature: 39.13⸮C  |  102.43⸮F
15:40:36.337 -> Temperature: 39.06⸮C  |  102.31⸮F
15:40:37.494 -> Temperature: 39.06⸮C  |  102.31⸮F
15:40:38.650 -> Temperature: 39.00⸮C  |  102.20⸮F
15:40:39.846 -> Temperature: 39.06⸮C  |  102.31⸮F
15:40:41.003 -> Temperature: 39.13⸮C  |  102.43⸮F
15:40:42.170 -> Temperature: 39.25⸮C  |  102.65⸮F
15:40:43.359 -> Temperature: 39.31⸮C  |  102.76⸮F
15:40:44.524 -> Temperature: 39.38⸮C  |  102.87⸮F
15:40:45.718 -> Temperature: 39.38⸮C  |  102.87⸮F
15:40:46.882 -> Temperature: 39.25⸮C  |  102.65⸮F
15:40:48.038 -> Temperature: 39.25⸮C  |  102.65⸮F
15:40:49.236 -> Temperature: 39.13⸮C  |  102.43⸮F
15:40:50.381 -> Temperature: 39.13⸮C  |  102.43⸮F
15:40:51.579 -> Temperature: 39.19⸮C  |  102.54⸮F
15:40:52.737 -> Temperature: 39.19⸮C  |  102.54⸮F
15:40:53.907 -> Temperature: 39.19⸮C  |  102.54⸮F
15:40:55.092 -> Temperature: 39.13⸮C  |  102.43⸮F
15:40:56.254 -> Temperature: 39.19⸮C  |  102.54⸮F
15:40:57.440 -> Temperature: 39.13⸮C  |  102.43⸮F
15:40:58.612 -> Temperature: 39.06⸮C  |  102.31⸮F
15:40:59.774 -> Temperature: 39.06⸮C  |  102.31⸮F
15:41:00.951 -> Temperature: 39.06⸮C  |  102.31⸮F
15:41:02.114 -> Temperature: 39.13⸮C  |  102.43⸮F
15:41:03.299 -> Temperature: 39.13⸮C  |  102.43⸮F
15:41:04.458 -> Temperature: 39.06⸮C  |  102.31⸮F
15:41:05.655 -> Temperature: 39.06⸮C  |  102.31⸮F
15:41:06.821 -> Temperature: 39.06⸮C  |  102.31⸮F
15:41:07.990 -> Temperature: 39.13⸮C  |  102.43⸮F
15:41:09.149 -> Temperature: 39.19⸮C  |  102.54⸮F
15:41:10.337 -> Temperature: 39.19⸮C  |  102.54⸮F
15:41:11.501 -> Temperature: 39.13⸮C  |  102.43⸮F
15:41:12.692 -> Temperature: 39.06⸮C  |  102.31⸮F
15:41:13.849 -> Temperature: 39.00⸮C  |  102.20⸮F
15:41:15.007 -> Temperature: 39.06⸮C  |  102.31⸮F
15:41:16.210 -> Temperature: 39.06⸮C  |  102.31⸮F
15:41:17.380 -> Temperature: 39.13⸮C  |  102.43⸮F
15:41:18.541 -> Temperature: 39.13⸮C  |  102.43⸮F
15:41:19.701 -> Temperature: 39.19⸮C  |  102.54⸮F
15:41:20.901 -> Temperature: 39.06⸮C  |  102.31⸮F
15:41:22.072 -> Temperature: 39.06⸮C  |  102.31⸮F
15:41:23.228 -> Temperature: 39.19⸮C  |  102.54⸮F
15:41:24.423 -> Temperature: 39.13⸮C  |  102.43⸮F
15:41:25.589 -> Temperature: 39.00⸮C  |  102.20⸮F
15:41:26.751 -> Temperature: 39.00⸮C  |  102.20⸮F
15:41:27.921 -> Temperature: 39.00⸮C  |  102.20⸮F
15:41:29.089 -> Temperature: 39.13⸮C  |  102.43⸮F
15:41:30.281 -> Temperature: 39.19⸮C  |  102.54⸮F
15:41:31.446 -> Temperature: 39.31⸮C  |  102.76⸮F
15:41:32.618 -> Temperature: 39.31⸮C  |  102.76⸮F
15:41:33.778 -> Temperature: 39.31⸮C  |  102.76⸮F
15:41:34.946 -> Temperature: 39.31⸮C  |  102.76⸮F
15:41:36.145 -> Temperature: 39.44⸮C  |  102.99⸮F
15:41:37.295 -> Temperature: 39.63⸮C  |  103.32⸮F
15:41:38.494 -> Temperature: 39.69⸮C  |  103.44⸮F
15:41:39.652 -> Temperature: 39.63⸮C  |  103.32⸮F
15:41:40.820 -> Temperature: 39.63⸮C  |  103.32⸮F
15:41:42.015 -> Temperature: 39.63⸮C  |  103.32⸮F
15:41:43.182 -> Temperature: 39.56⸮C  |  103.21⸮F
15:41:44.352 -> Temperature: 39.50⸮C  |  103.10⸮F
15:41:45.518 -> Temperature: 39.38⸮C  |  102.87⸮F
15:41:46.672 -> Temperature: 39.38⸮C  |  102.87⸮F
15:41:47.867 -> Temperature: 39.25⸮C  |  102.65⸮F
15:41:49.024 -> Temperature: 39.13⸮C  |  102.43⸮F
15:41:50.215 -> Temperature: 39.13⸮C  |  102.43⸮F
15:41:51.375 -> Temperature: 39.06⸮C  |  102.31⸮F
15:41:52.540 -> Temperature: 39.00⸮C  |  102.20⸮F
15:41:53.735 -> Temperature: 38.88⸮C  |  101.97⸮F
15:41:54.901 -> Temperature: 38.81⸮C  |  101.86⸮F
15:41:56.062 -> Temperature: 38.75⸮C  |  101.75⸮F
15:41:57.233 -> Temperature: 38.75⸮C  |  101.75⸮F
15:41:58.402 -> Temperature: 38.81⸮C  |  101.86⸮F
15:41:59.595 -> Temperature: 38.94⸮C  |  102.09⸮F
15:42:00.751 -> Temperature: 39.06⸮C  |  102.31⸮F
15:42:01.940 -> Temperature: 39.25⸮C  |  102.65⸮F
15:42:03.102 -> Temperature: 39.19⸮C  |  102.54⸮F
15:42:04.290 -> Temperature: 39.25⸮C  |  102.65⸮F
15:42:05.455 -> Temperature: 39.13⸮C  |  102.43⸮F
15:42:06.621 -> Temperature: 39.13⸮C  |  102.43⸮F
15:42:07.813 -> Temperature: 39.13⸮C  |  102.43⸮F
15:42:08.967 -> Temperature: 39.13⸮C  |  102.43⸮F
15:42:10.155 -> Temperature: 39.06⸮C  |  102.31⸮F
15:42:11.308 -> Temperature: 39.00⸮C  |  102.20⸮F
15:42:12.506 -> Temperature: 38.88⸮C  |  101.97⸮F
15:42:13.676 -> Temperature: 38.88⸮C  |  101.97⸮F
15:42:14.851 -> Temperature: 38.88⸮C  |  101.97⸮F
15:42:15.994 -> Temperature: 38.81⸮C  |  101.86⸮F
15:42:17.188 -> Temperature: 38.75⸮C  |  101.75⸮F
15:42:18.341 -> Temperature: 38.75⸮C  |  101.75⸮F
15:42:19.538 -> Temperature: 38.75⸮C  |  101.75⸮F
15:42:20.716 -> Temperature: 38.69⸮C  |  101.64⸮F
15:42:21.873 -> Temperature: 38.69⸮C  |  101.64⸮F
15:42:23.062 -> Temperature: 38.81⸮C  |  101.86⸮F
15:42:24.232 -> Temperature: 39.00⸮C  |  102.20⸮F
15:42:25.386 -> Temperature: 39.00⸮C  |  102.20⸮F
15:42:26.550 -> Temperature: 38.94⸮C  |  102.09⸮F
15:42:27.748 -> Temperature: 38.88⸮C  |  101.97⸮F
15:42:28.912 -> Temperature: 38.88⸮C  |  101.97⸮F
15:42:30.083 -> Temperature: 38.75⸮C  |  101.75⸮F
15:42:31.244 -> Temperature: 38.63⸮C  |  101.52⸮F
15:42:32.432 -> Temperature: 38.56⸮C  |  101.41⸮F
15:42:33.615 -> Temperature: 38.75⸮C  |  101.75⸮F
15:42:34.777 -> Temperature: 38.88⸮C  |  101.97⸮F
15:42:35.947 -> Temperature: 38.88⸮C  |  101.97⸮F
15:42:37.110 -> Temperature: 38.81⸮C  |  101.86⸮F
15:42:38.305 -> Temperature: 38.69⸮C  |  101.64⸮F
15:42:39.463 -> Temperature: 38.63⸮C  |  101.52⸮F
15:42:40.632 -> Temperature: 38.56⸮C  |  101.41⸮F
15:42:41.821 -> Temperature: 38.63⸮C  |  101.52⸮F
15:42:42.984 -> Temperature: 38.63⸮C  |  101.52⸮F
15:42:44.173 -> Temperature: 38.63⸮C  |  101.52⸮F
15:42:45.330 -> Temperature: 38.69⸮C  |  101.64⸮F
15:42:46.501 -> Temperature: 38.75⸮C  |  101.75⸮F
15:42:47.692 -> Temperature: 38.75⸮C  |  101.75⸮F
15:42:48.851 -> Temperature: 38.75⸮C  |  101.75⸮F
15:42:50.036 -> Temperature: 38.69⸮C  |  101.64⸮F
15:42:51.198 -> Temperature: 38.69⸮C  |  101.64⸮F
15:42:52.362 -> Temperature: 38.69⸮C  |  101.64⸮F
15:42:53.554 -> Temperature: 38.88⸮C  |  101.97⸮F
15:42:54.710 -> Temperature: 38.94⸮C  |  102.09⸮F
15:42:55.875 -> Temperature: 39.06⸮C  |  102.31⸮F
15:42:57.053 -> Temperature: 39.13⸮C  |  102.43⸮F
15:42:58.218 -> Temperature: 39.25⸮C  |  102.65⸮F
15:42:59.417 -> Temperature: 39.25⸮C  |  102.65⸮F
15:43:00.578 -> Temperature: 39.31⸮C  |  102.76⸮F
15:43:01.753 -> Temperature: 39.31⸮C  |  102.76⸮F
15:43:02.937 -> Temperature: 39.19⸮C  |  102.54⸮F
15:43:04.093 -> Temperature: 39.00⸮C  |  102.20⸮F
15:43:05.283 -> Temperature: 38.94⸮C  |  102.09⸮F
15:43:06.447 -> Temperature: 38.88⸮C  |  101.97⸮F
15:43:07.605 -> Temperature: 38.94⸮C  |  102.09⸮F
15:43:08.795 -> Temperature: 39.00⸮C  |  102.20⸮F
15:43:09.956 -> Temperature: 39.00⸮C  |  102.20⸮F
15:43:11.145 -> Temperature: 39.13⸮C  |  102.43⸮F
15:43:12.303 -> Temperature: 39.25⸮C  |  102.65⸮F
15:43:13.490 -> Temperature: 39.38⸮C  |  102.87⸮F
15:43:14.646 -> Temperature: 39.31⸮C  |  102.76⸮F
15:43:15.815 -> Temperature: 39.19⸮C  |  102.54⸮F
15:43:16.988 -> Temperature: 39.13⸮C  |  102.43⸮F
15:43:18.182 -> Temperature: 39.06⸮C  |  102.31⸮F
15:43:19.353 -> Temperature: 39.00⸮C  |  102.20⸮F
15:43:20.524 -> Temperature: 39.00⸮C  |  102.20⸮F
15:43:21.679 -> Temperature: 39.00⸮C  |  102.20⸮F
15:43:22.872 -> Temperature: 38.94⸮C  |  102.09⸮F
15:43:24.035 -> Temperature: 38.81⸮C  |  101.86⸮F
15:43:25.197 -> Temperature: 38.75⸮C  |  101.75⸮F
15:43:26.393 -> Temperature: 38.69⸮C  |  101.64⸮F
15:43:27.555 -> Temperature: 38.63⸮C  |  101.52⸮F
15:43:28.718 -> Temperature: 38.69⸮C  |  101.64⸮F
15:43:29.884 -> Temperature: 38.75⸮C  |  101.75⸮F
15:43:31.081 -> Temperature: 38.81⸮C  |  101.86⸮F
15:43:32.241 -> Temperature: 38.94⸮C  |  102.09⸮F
15:43:33.406 -> Temperature: 39.00⸮C  |  102.20⸮F
15:43:34.589 -> Temperature: 39.00⸮C  |  102.20⸮F
15:43:35.776 -> Temperature: 39.00⸮C  |  102.20⸮F
15:43:36.943 -> Temperature: 38.94⸮C  |  102.09⸮F
15:43:38.111 -> Temperature: 38.94⸮C  |  102.09⸮F
15:43:39.268 -> Temperature: 39.00⸮C  |  102.20⸮F
15:43:40.455 -> Temperature: 39.06⸮C  |  102.31⸮F
15:43:41.617 -> Temperature: 39.00⸮C  |  102.20⸮F
15:43:42.782 -> Temperature: 39.00⸮C  |  102.20⸮F
15:43:43.969 -> Temperature: 38.94⸮C  |  102.09⸮F
15:43:45.158 -> Temperature: 38.88⸮C  |  101.97⸮F
15:43:46.318 -> Temperature: 38.94⸮C  |  102.09⸮F
15:43:47.480 -> Temperature: 38.94⸮C  |  102.09⸮F
15:43:48.669 -> Temperature: 39.00⸮C  |  102.20⸮F
15:43:49.827 -> Temperature: 39.06⸮C  |  102.31⸮F
15:43:50.991 -> Temperature: 39.06⸮C  |  102.31⸮F
15:43:52.185 -> Temperature: 39.06⸮C  |  102.31⸮F
15:43:53.340 -> Temperature: 39.25⸮C  |  102.65⸮F
15:43:54.536 -> Temperature: 39.25⸮C  |  102.65⸮F
15:43:55.702 -> Temperature: 39.31⸮C  |  102.76⸮F
15:43:56.889 -> Temperature: 39.31⸮C  |  102.76⸮F
15:43:58.046 -> Temperature: 39.31⸮C  |  102.76⸮F
15:43:59.202 -> Temperature: 39.31⸮C  |  102.76⸮F
15:44:00.376 -> Temperature: 39.25⸮C  |  102.65⸮F
15:44:01.572 -> Temperature: 39.19⸮C  |  102.54⸮F
15:44:02.728 -> Temperature: 39.25⸮C  |  102.65⸮F
15:44:03.920 -> Temperature: 39.19⸮C  |  102.54⸮F
15:44:05.080 -> Temperature: 39.19⸮C  |  102.54⸮F
15:44:06.249 -> Temperature: 39.13⸮C  |  102.43⸮F
15:44:07.438 -> Temperature: 39.19⸮C  |  102.54⸮F
15:44:08.606 -> Temperature: 39.19⸮C  |  102.54⸮F
15:44:09.766 -> Temperature: 39.13⸮C  |  102.43⸮F
15:44:10.940 -> Temperature: 38.94⸮C  |  102.09⸮F
15:44:12.125 -> Temperature: 38.81⸮C  |  101.86⸮F
15:44:13.301 -> Temperature: 38.75⸮C  |  101.75⸮F
15:44:14.465 -> Temperature: 38.75⸮C  |  101.75⸮F
15:44:15.632 -> Temperature: 38.88⸮C  |  101.97⸮F
15:44:16.816 -> Temperature: 39.06⸮C  |  102.31⸮F
15:44:17.974 -> Temperature: 39.13⸮C  |  102.43⸮F
15:44:19.170 -> Temperature: 39.13⸮C  |  102.43⸮F
15:44:20.330 -> Temperature: 39.06⸮C  |  102.31⸮F
15:44:21.513 -> Temperature: 39.06⸮C  |  102.31⸮F
15:44:22.668 -> Temperature: 39.06⸮C  |  102.31⸮F
15:44:23.857 -> Temperature: 39.13⸮C  |  102.43⸮F
15:44:25.012 -> Temperature: 39.13⸮C  |  102.43⸮F
15:44:26.199 -> Temperature: 39.19⸮C  |  102.54⸮F
15:44:27.367 -> Temperature: 39.19⸮C  |  102.54⸮F
15:44:28.523 -> Temperature: 39.13⸮C  |  102.43⸮F
15:44:29.715 -> Temperature: 39.13⸮C  |  102.43⸮F
15:44:30.896 -> Temperature: 39.13⸮C  |  102.43⸮F
15:44:32.050 -> Temperature: 39.06⸮C  |  102.31⸮F
15:44:33.217 -> Temperature: 38.94⸮C  |  102.09⸮F
15:44:34.408 -> Temperature: 39.00⸮C  |  102.20⸮F
15:44:35.561 -> Temperature: 39.00⸮C  |  102.20⸮F
15:44:36.757 -> Temperature: 39.13⸮C  |  102.43⸮F
15:44:37.912 -> Temperature: 39.19⸮C  |  102.54⸮F
15:44:39.104 -> Temperature: 39.25⸮C  |  102.65⸮F
15:44:40.258 -> Temperature: 39.25⸮C  |  102.65⸮F
15:44:41.444 -> Temperature: 39.19⸮C  |  102.54⸮F
15:44:42.608 -> Temperature: 39.19⸮C  |  102.54⸮F
15:44:43.771 -> Temperature: 39.31⸮C  |  102.76⸮F
15:44:44.964 -> Temperature: 39.19⸮C  |  102.54⸮F
15:44:46.126 -> Temperature: 39.19⸮C  |  102.54⸮F
15:44:47.315 -> Temperature: 39.13⸮C  |  102.43⸮F
15:44:48.473 -> Temperature: 39.06⸮C  |  102.31⸮F
15:44:49.635 -> Temperature: 39.00⸮C  |  102.20⸮F
15:44:50.813 -> Temperature: 38.94⸮C  |  102.09⸮F
15:44:51.977 -> Temperature: 39.00⸮C  |  102.20⸮F
15:44:53.162 -> Temperature: 38.94⸮C  |  102.09⸮F
15:44:54.330 -> Temperature: 38.94⸮C  |  102.09⸮F
15:44:55.513 -> Temperature: 38.88⸮C  |  101.97⸮F
15:44:56.680 -> Temperature: 38.88⸮C  |  101.97⸮F
15:44:57.871 -> Temperature: 38.81⸮C  |  101.86⸮F
15:44:59.037 -> Temperature: 38.81⸮C  |  101.86⸮F
15:45:00.206 -> Temperature: 38.81⸮C  |  101.86⸮F
15:45:01.381 -> Temperature: 38.81⸮C  |  101.86⸮F
15:45:02.534 -> Temperature: 38.88⸮C  |  101.97⸮F
15:45:03.734 -> Temperature: 38.94⸮C  |  102.09⸮F
15:45:04.896 -> Temperature: 38.94⸮C  |  102.09⸮F
15:45:06.057 -> Temperature: 38.94⸮C  |  102.09⸮F
15:45:07.244 -> Temperature: 38.94⸮C  |  102.09⸮F
15:45:08.411 -> Temperature: 38.88⸮C  |  101.97⸮F
15:45:09.575 -> Temperature: 38.94⸮C  |  102.09⸮F
15:45:10.773 -> Temperature: 39.06⸮C  |  102.31⸮F
15:45:11.933 -> Temperature: 39.06⸮C  |  102.31⸮F
15:45:13.088 -> Temperature: 39.06⸮C  |  102.31⸮F
15:45:14.291 -> Temperature: 39.13⸮C  |  102.43⸮F
15:45:15.442 -> Temperature: 39.06⸮C  |  102.31⸮F
15:45:16.612 -> Temperature: 39.13⸮C  |  102.43⸮F
15:45:17.806 -> Temperature: 39.25⸮C  |  102.65⸮F
15:45:18.969 -> Temperature: 39.44⸮C  |  102.99⸮F
15:45:20.127 -> Temperature: 39.56⸮C  |  103.21⸮F
15:45:21.315 -> Temperature: 39.75⸮C  |  103.55⸮F
15:45:22.472 -> Temperature: 39.81⸮C  |  103.66⸮F
15:45:23.670 -> Temperature: 39.94⸮C  |  103.89⸮F
15:45:24.821 -> Temperature: 39.94⸮C  |  103.89⸮F
15:45:26.020 -> Temperature: 39.94⸮C  |  103.89⸮F
15:45:27.187 -> Temperature: 39.88⸮C  |  103.77⸮F
15:45:28.350 -> Temperature: 39.81⸮C  |  103.66⸮F
15:45:29.511 -> Temperature: 39.94⸮C  |  103.89⸮F
15:45:30.704 -> Temperature: 40.06⸮C  |  104.11⸮F
15:45:31.871 -> Temperature: 40.13⸮C  |  104.22⸮F
15:45:33.057 -> Temperature: 40.13⸮C  |  104.22⸮F
15:45:34.212 -> Temperature: 40.19⸮C  |  104.34⸮F
15:45:35.374 -> Temperature: 40.25⸮C  |  104.45⸮F
15:45:36.567 -> Temperature: 40.31⸮C  |  104.56⸮F
15:45:37.723 -> Temperature: 40.38⸮C  |  104.68⸮F
15:45:38.911 -> Temperature: 40.50⸮C  |  104.90⸮F
15:45:40.066 -> Temperature: 40.50⸮C  |  104.90⸮F
15:45:41.253 -> Temperature: 40.44⸮C  |  104.79⸮F
15:45:42.434 -> Temperature: 40.50⸮C  |  104.90⸮F
15:45:43.600 -> Temperature: 40.44⸮C  |  104.79⸮F
15:45:44.765 -> Temperature: 40.44⸮C  |  104.79⸮F
15:45:45.955 -> Temperature: 40.50⸮C  |  104.90⸮F
15:45:47.111 -> Temperature: 40.63⸮C  |  105.12⸮F
15:45:48.299 -> Temperature: 40.63⸮C  |  105.12⸮F
15:45:49.453 -> Temperature: 40.69⸮C  |  105.24⸮F
15:45:50.617 -> Temperature: 40.63⸮C  |  105.12⸮F
15:45:51.809 -> Temperature: 40.56⸮C  |  105.01⸮F
15:45:52.968 -> Temperature: 40.50⸮C  |  104.90⸮F
15:45:54.138 -> Temperature: 40.50⸮C  |  104.90⸮F
15:45:55.339 -> Temperature: 40.44⸮C  |  104.79⸮F
15:45:56.508 -> Temperature: 40.31⸮C  |  104.56⸮F
15:45:57.666 -> Temperature: 40.25⸮C  |  104.45⸮F
15:45:58.837 -> Temperature: 40.13⸮C  |  104.22⸮F
15:46:00.034 -> Temperature: 40.00⸮C  |  104.00⸮F
15:46:01.196 -> Temperature: 40.13⸮C  |  104.22⸮F
15:46:02.366 -> Temperature: 40.06⸮C  |  104.11⸮F
15:46:03.527 -> Temperature: 39.94⸮C  |  103.89⸮F
15:46:04.720 -> Temperature: 39.88⸮C  |  103.77⸮F
15:46:05.887 -> Temperature: 39.75⸮C  |  103.55⸮F
15:46:07.044 -> Temperature: 39.75⸮C  |  103.55⸮F
15:46:08.241 -> Temperature: 39.69⸮C  |  103.44⸮F
15:46:09.404 -> Temperature: 39.69⸮C  |  103.44⸮F
15:46:10.587 -> Temperature: 39.81⸮C  |  103.66⸮F
15:46:11.742 -> Temperature: 39.81⸮C  |  103.66⸮F
15:46:12.904 -> Temperature: 39.75⸮C  |  103.55⸮F
15:46:14.106 -> Temperature: 39.69⸮C  |  103.44⸮F
15:46:15.260 -> Temperature: 39.63⸮C  |  103.32⸮F
15:46:16.447 -> Temperature: 39.50⸮C  |  103.10⸮F
15:46:17.599 -> Temperature: 39.50⸮C  |  103.10⸮F
15:46:18.776 -> Temperature: 39.50⸮C  |  103.10⸮F
15:46:19.970 -> Temperature: 39.56⸮C  |  103.21⸮F
15:46:21.131 -> Temperature: 39.50⸮C  |  103.10⸮F
15:46:22.294 -> Temperature: 39.56⸮C  |  103.21⸮F
15:46:23.483 -> Temperature: 39.50⸮C  |  103.10⸮F
15:46:24.644 -> Temperature: 39.38⸮C  |  102.87⸮F
15:46:25.808 -> Temperature: 39.38⸮C  |  102.87⸮F
15:46:26.976 -> Temperature: 39.44⸮C  |  102.99⸮F
15:46:28.162 -> Temperature: 39.50⸮C  |  103.10⸮F
15:46:29.351 -> Temperature: 39.50⸮C  |  103.10⸮F
15:46:30.518 -> Temperature: 39.56⸮C  |  103.21⸮F
15:46:31.678 -> Temperature: 39.44⸮C  |  102.99⸮F
15:46:32.841 -> Temperature: 39.44⸮C  |  102.99⸮F
15:46:34.031 -> Temperature: 39.38⸮C  |  102.87⸮F
15:46:35.208 -> Temperature: 39.38⸮C  |  102.87⸮F
15:46:36.367 -> Temperature: 39.44⸮C  |  102.99⸮F
15:46:37.556 -> Temperature: 39.56⸮C  |  103.21⸮F
15:46:38.714 -> Temperature: 39.63⸮C  |  103.32⸮F
15:46:39.880 -> Temperature: 39.75⸮C  |  103.55⸮F
15:46:41.052 -> Temperature: 39.88⸮C  |  103.77⸮F
15:46:42.240 -> Temperature: 40.00⸮C  |  104.00⸮F
15:46:43.407 -> Temperature: 40.06⸮C  |  104.11⸮F
15:46:44.596 -> Temperature: 40.06⸮C  |  104.11⸮F
15:46:45.755 -> Temperature: 40.06⸮C  |  104.11⸮F
15:46:46.946 -> Temperature: 40.00⸮C  |  104.00⸮F
15:46:48.101 -> Temperature: 39.88⸮C  |  103.77⸮F
15:46:49.274 -> Temperature: 39.94⸮C  |  103.89⸮F
15:46:50.460 -> Temperature: 40.06⸮C  |  104.11⸮F
15:46:51.621 -> Temperature: 40.13⸮C  |  104.22⸮F
15:46:52.792 -> Temperature: 40.19⸮C  |  104.34⸮F
15:46:53.961 -> Temperature: 40.19⸮C  |  104.34⸮F
15:46:55.151 -> Temperature: 40.19⸮C  |  104.34⸮F
15:46:56.311 -> Temperature: 40.13⸮C  |  104.22⸮F
15:46:57.478 -> Temperature: 40.06⸮C  |  104.11⸮F
15:46:58.641 -> Temperature: 40.06⸮C  |  104.11⸮F
15:46:59.825 -> Temperature: 40.06⸮C  |  104.11⸮F
15:47:00.989 -> Temperature: 40.06⸮C  |  104.11⸮F
15:47:02.176 -> Temperature: 40.06⸮C  |  104.11⸮F
15:47:03.363 -> Temperature: 40.13⸮C  |  104.22⸮F
15:47:04.516 -> Temperature: 40.13⸮C  |  104.22⸮F
15:47:05.706 -> Temperature: 40.13⸮C  |  104.22⸮F
15:47:06.861 -> Temperature: 40.00⸮C  |  104.00⸮F
15:47:08.052 -> Temperature: 40.00⸮C  |  104.00⸮F
15:47:09.201 -> Temperature: 39.94⸮C  |  103.89⸮F
15:47:10.396 -> Temperature: 39.94⸮C  |  103.89⸮F
15:47:11.551 -> Temperature: 40.13⸮C  |  104.22⸮F
15:47:12.741 -> Temperature: 40.31⸮C  |  104.56⸮F
15:47:13.894 -> Temperature: 40.50⸮C  |  104.90⸮F
15:47:15.079 -> Temperature: 40.44⸮C  |  104.79⸮F
15:47:16.246 -> Temperature: 40.31⸮C  |  104.56⸮F
15:47:17.443 -> Temperature: 40.25⸮C  |  104.45⸮F
15:47:18.614 -> Temperature: 40.25⸮C  |  104.45⸮F
15:47:19.766 -> Temperature: 40.25⸮C  |  104.45⸮F
15:47:20.958 -> Temperature: 40.19⸮C  |  104.34⸮F
15:47:22.119 -> Temperature: 40.13⸮C  |  104.22⸮F
15:47:23.305 -> Temperature: 40.06⸮C  |  104.11⸮F
15:47:24.473 -> Temperature: 40.06⸮C  |  104.11⸮F
15:47:25.642 -> Temperature: 40.06⸮C  |  104.11⸮F
15:47:26.807 -> Temperature: 39.94⸮C  |  103.89⸮F
15:47:27.997 -> Temperature: 39.94⸮C  |  103.89⸮F
15:47:29.161 -> Temperature: 39.88⸮C  |  103.77⸮F
15:47:30.337 -> Temperature: 39.75⸮C  |  103.55⸮F
15:47:31.517 -> Temperature: 39.63⸮C  |  103.32⸮F
15:47:32.689 -> Temperature: 39.75⸮C  |  103.55⸮F
15:47:33.857 -> Temperature: 39.81⸮C  |  103.66⸮F
15:47:35.031 -> Temperature: 39.69⸮C  |  103.44⸮F
15:47:36.204 -> Temperature: 39.75⸮C  |  103.55⸮F
15:47:37.378 -> Temperature: 39.69⸮C  |  103.44⸮F
15:47:38.549 -> Temperature: 39.69⸮C  |  103.44⸮F
15:47:39.694 -> Temperature: 39.69⸮C  |  103.44⸮F
15:47:40.868 -> Temperature: 39.75⸮C  |  103.55⸮F
15:47:42.074 -> Temperature: 39.69⸮C  |  103.44⸮F
15:47:43.234 -> Temperature: 39.56⸮C  |  103.21⸮F
15:47:44.394 -> Temperature: 39.50⸮C  |  103.10⸮F
15:47:45.591 -> Temperature: 39.44⸮C  |  102.99⸮F
15:47:46.737 -> Temperature: 39.44⸮C  |  102.99⸮F
15:47:47.915 -> Temperature: 39.50⸮C  |  103.10⸮F
15:47:49.083 -> Temperature: 39.56⸮C  |  103.21⸮F
15:47:50.253 -> Temperature: 39.56⸮C  |  103.21⸮F
15:47:51.432 -> Temperature: 39.69⸮C  |  103.44⸮F
15:47:52.610 -> Temperature: 39.69⸮C  |  103.44⸮F
15:47:53.780 -> Temperature: 39.63⸮C  |  103.32⸮F
15:47:54.952 -> Temperature: 39.50⸮C  |  103.10⸮F
15:47:56.135 -> Temperature: 39.50⸮C  |  103.10⸮F
15:47:57.309 -> Temperature: 39.44⸮C  |  102.99⸮F
15:47:58.476 -> Temperature: 39.38⸮C  |  102.87⸮F
